"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","464","POST /secret/note (200)","chromium","Tue Apr 29 16:57:33 GMT 2025","passed","Tue Apr 29 16:57:33 GMT 2025","Challenge","api.spec.js","",""
"","244","GET /todos (200) XML","chromium","Tue Apr 29 16:57:26 GMT 2025","passed","Tue Apr 29 16:57:27 GMT 2025","Challenge","api.spec.js","",""
"","228","POST /todos (400) description too long","chromium","Tue Apr 29 16:57:22 GMT 2025","passed","Tue Apr 29 16:57:22 GMT 2025","Challenge","api.spec.js","",""
"","253","POST /heartbeat as PATCH (500)","chromium","Tue Apr 29 16:57:31 GMT 2025","passed","Tue Apr 29 16:57:31 GMT 2025","Challenge","api.spec.js","",""
"","232","DELETE /heartbeat (405)","chromium","Tue Apr 29 16:57:30 GMT 2025","passed","Tue Apr 29 16:57:30 GMT 2025","Challenge","api.spec.js","",""
"","486","PUT /todos/{id} partial (200)","chromium","Tue Apr 29 16:57:24 GMT 2025","passed","Tue Apr 29 16:57:25 GMT 2025","Challenge","api.spec.js","",""
"","241","POST /secret/token (201)","chromium","Tue Apr 29 16:57:32 GMT 2025","passed","Tue Apr 29 16:57:32 GMT 2025","Challenge","api.spec.js","",""
"","257","POST /secret/token (401)","chromium","Tue Apr 29 16:57:31 GMT 2025","passed","Tue Apr 29 16:57:32 GMT 2025","Challenge","api.spec.js","",""
"","244","POST /todos (415)","chromium","Tue Apr 29 16:57:23 GMT 2025","passed","Tue Apr 29 16:57:23 GMT 2025","Challenge","api.spec.js","",""
"","274","GET /todo (404) not plural","chromium","Tue Apr 29 16:57:20 GMT 2025","passed","Tue Apr 29 16:57:20 GMT 2025","Challenge","api.spec.js","",""
"","235","GET /heartbeat (204)","chromium","Tue Apr 29 16:57:31 GMT 2025","passed","Tue Apr 29 16:57:31 GMT 2025","Challenge","api.spec.js","",""
"","465","PUT /todos/{id} no amend id (400)","chromium","Tue Apr 29 16:57:25 GMT 2025","passed","Tue Apr 29 16:57:26 GMT 2025","Challenge","api.spec.js","",""
"","249","POST /todos JSON","chromium","Tue Apr 29 16:57:23 GMT 2025","passed","Tue Apr 29 16:57:23 GMT 2025","Challenge","api.spec.js","",""
"","475","PUT /challenger/guid CREATE","chromium","Tue Apr 29 16:57:27 GMT 2025","failed","Tue Apr 29 16:57:27 GMT 2025","Challenge","api.spec.js","",""
"","65","POST /heartbeat as DELETE (405)","chromium","Tue Apr 29 16:57:31 GMT 2025","passed","Tue Apr 29 16:57:31 GMT 2025","Challenge","api.spec.js","",""
"","241","GET /todos (200) XML pref","chromium","Tue Apr 29 16:57:27 GMT 2025","passed","Tue Apr 29 16:57:27 GMT 2025","Challenge","api.spec.js","",""
"","251","POST /todos (413) content too long","chromium","Tue Apr 29 16:57:23 GMT 2025","passed","Tue Apr 29 16:57:23 GMT 2025","Challenge","api.spec.js","",""
"","5196","POST /todos (201) all","chromium","Tue Apr 29 16:57:38 GMT 2025","passed","Tue Apr 29 16:57:43 GMT 2025","Challenge","api.spec.js","",""
"","231","GET /challenger/database/guid (200)","chromium","Tue Apr 29 16:57:29 GMT 2025","passed","Tue Apr 29 16:57:29 GMT 2025","Challenge","api.spec.js","",""
"","2436","Пользователь может опубликовать статью","chromium","Tue Apr 29 16:57:28 GMT 2025","passed","Tue Apr 29 16:57:30 GMT 2025","Урок 5","realWords.spec.js","",""
"","491","PUT /todos/{id} no title (400)","chromium","Tue Apr 29 16:57:25 GMT 2025","passed","Tue Apr 29 16:57:25 GMT 2025","Challenge","api.spec.js","",""
"","252","GET /todos/{id} (200)","chromium","Tue Apr 29 16:57:20 GMT 2025","passed","Tue Apr 29 16:57:20 GMT 2025","Challenge","api.spec.js","",""
"","251","POST /todos/ (400) doneStatus","chromium","Tue Apr 29 16:57:22 GMT 2025","passed","Tue Apr 29 16:57:22 GMT 2025","Challenge","api.spec.js","",""
"","240","POST /todos (400) title too long","chromium","Tue Apr 29 16:57:22 GMT 2025","passed","Tue Apr 29 16:57:22 GMT 2025","Challenge","api.spec.js","",""
