"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","POST /todos/{id} (404)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /challenger/guid (existing X-CHALLENGER)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","DELETE /heartbeat (405)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","PUT /todos/{id} (400)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /todos JSON","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /secret/token (401)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","3008","@Bug Изменить количество отображаемых товаров на странице","chromium","Thu May 08 19:59:23 GMT 2025","passed","Thu May 08 19:59:26 GMT 2025","Список товаров","academybugs.spec.js","",""
"","0","POST /todos (400) title too long","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /secret/note (Bearer)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","149","Пользователь может опубликовать статью","chromium","Thu May 08 20:00:00 GMT 2025","failed","Thu May 08 20:00:01 GMT 2025","Тесты для realworld","realWords.spec.js","",""
"","0","GET /heartbeat (204)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","6140","@Bug Отфильтровать товары по ценовому диапазону ""$15.00 - $19.99""","chromium","Thu May 08 19:59:45 GMT 2025","passed","Thu May 08 19:59:51 GMT 2025","Карточка товара","academybugs.spec.js","",""
"","0","POST /todos (413) content too long","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /heartbeat as Trace (501)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /heartbeat as DELETE (405)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","PUT /challenger/database/guid (Update)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","PUT /todos/{id} no amend id (400)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","POST /secret/note (403)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /heartbeat as PATCH (500)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /secret/note (200)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /todos (400) description too long","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","HEAD /todos (200)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /todo (404) not plural","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","POST /todos (201) all","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /challenger/database/guid (200)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","147","Пользователь может изменить пароль","chromium","Thu May 08 20:00:07 GMT 2025","failed","Thu May 08 20:00:07 GMT 2025","Тесты для realworld","realWords.spec.js","",""
"","0","POST /todos (400) extra","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","6163","@Bug Перейти на детальную страницу товара в категории ""hot item""","chromium","Thu May 08 19:59:32 GMT 2025","passed","Thu May 08 19:59:38 GMT 2025","Карточка товара","academybugs.spec.js","",""
"","0","POST /todos JSON to XML","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /secret/note (200)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","1","DELETE /todos/{id} (200) all","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /todos (200) XML pref","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","4962","@Bug Изменить отображение цен товаров в евро","chromium","Thu May 08 19:59:27 GMT 2025","passed","Thu May 08 19:59:32 GMT 2025","Карточка товара","academybugs.spec.js","",""
"","0","POST /todos/ (201)","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
"","0","GET /todos (200) XML","chromium","Thu May 08 19:59:56 GMT 2025","skipped","Thu May 08 19:59:56 GMT 2025","Challenge","api.spec.js","",""
