"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","211","GET /challenges (200)","chromium","Tue Apr 29 16:57:12 GMT 2025","passed","Tue Apr 29 16:57:12 GMT 2025","Challenge","api.spec.js","",""
"","350","PUT /todos/{id} no title (400)","chromium","Tue Apr 29 16:57:16 GMT 2025","passed","Tue Apr 29 16:57:16 GMT 2025","Challenge","api.spec.js","",""
"","357","POST /secret/note (200)","chromium","Tue Apr 29 16:57:22 GMT 2025","passed","Tue Apr 29 16:57:23 GMT 2025","Challenge","api.spec.js","",""
"","8856","@Bug Отфильтровать товары по ценовому диапазону ""$15.00 - $19.99""","chromium","Tue Apr 29 16:57:10 GMT 2025","passed","Tue Apr 29 16:57:19 GMT 2025","","academybugs.spec.js","",""
"","220","HEAD /todos (200)","chromium","Tue Apr 29 16:57:13 GMT 2025","passed","Tue Apr 29 16:57:13 GMT 2025","Challenge","api.spec.js","",""
"","179","GET /heartbeat (204)","chromium","Tue Apr 29 16:57:21 GMT 2025","passed","Tue Apr 29 16:57:21 GMT 2025","Challenge","api.spec.js","",""
"","330","DELETE /todos/{id} (200)","chromium","Tue Apr 29 16:57:17 GMT 2025","passed","Tue Apr 29 16:57:17 GMT 2025","Challenge","api.spec.js","",""
"","180","POST /heartbeat as Trace (501)","chromium","Tue Apr 29 16:57:21 GMT 2025","passed","Tue Apr 29 16:57:21 GMT 2025","Challenge","api.spec.js","",""
"","51","POST /todos XML to JSON","chromium","Tue Apr 29 16:57:20 GMT 2025","passed","Tue Apr 29 16:57:20 GMT 2025","Challenge","api.spec.js","",""
"","177","PUT /todos/{id} full (200)","chromium","Tue Apr 29 16:57:15 GMT 2025","passed","Tue Apr 29 16:57:16 GMT 2025","Challenge","api.spec.js","",""
"","347","GET /todos (200) ?filter","chromium","Tue Apr 29 16:57:13 GMT 2025","passed","Tue Apr 29 16:57:13 GMT 2025","Challenge","api.spec.js","",""
"","179","POST /todos (415)","chromium","Tue Apr 29 16:57:19 GMT 2025","passed","Tue Apr 29 16:57:19 GMT 2025","Challenge","api.spec.js","",""
"","321","GET /secret/note (Bearer)","chromium","Tue Apr 29 16:57:23 GMT 2025","passed","Tue Apr 29 16:57:24 GMT 2025","Challenge","api.spec.js","",""
"","189","POST /todos (413) content too long","chromium","Tue Apr 29 16:57:14 GMT 2025","passed","Tue Apr 29 16:57:14 GMT 2025","Challenge","api.spec.js","",""
"","342","PUT /challenger/database/guid (Update)","chromium","Tue Apr 29 16:57:20 GMT 2025","passed","Tue Apr 29 16:57:20 GMT 2025","Challenge","api.spec.js","",""
"","179","POST /secret/token (401)","chromium","Tue Apr 29 16:57:21 GMT 2025","passed","Tue Apr 29 16:57:22 GMT 2025","Challenge","api.spec.js","",""
"","178","TRACE /heartbeat (501)","chromium","Tue Apr 29 16:57:21 GMT 2025","passed","Tue Apr 29 16:57:21 GMT 2025","Challenge","api.spec.js","",""
"","177","PATCH /heartbeat (500)","chromium","Tue Apr 29 16:57:20 GMT 2025","passed","Tue Apr 29 16:57:21 GMT 2025","Challenge","api.spec.js","",""
"","3697","POST /todos (201) all","chromium","Tue Apr 29 16:57:26 GMT 2025","passed","Tue Apr 29 16:57:30 GMT 2025","Challenge","api.spec.js","",""
"","165","GET /todos (200)","chromium","Tue Apr 29 16:57:12 GMT 2025","passed","Tue Apr 29 16:57:12 GMT 2025","Challenge","api.spec.js","",""
"","176","POST /todos/ (400) doneStatus","chromium","Tue Apr 29 16:57:13 GMT 2025","passed","Tue Apr 29 16:57:14 GMT 2025","Challenge","api.spec.js","",""
"","15590","@Bug Перейти на страницу производителя товара","chromium","Tue Apr 29 16:56:56 GMT 2025","passed","Tue Apr 29 16:57:11 GMT 2025","","academybugs.spec.js","",""
"","175","GET /todos (200) XML pref","chromium","Tue Apr 29 16:57:18 GMT 2025","passed","Tue Apr 29 16:57:18 GMT 2025","Challenge","api.spec.js","",""
"","326","PUT /challenger/guid RESTORE","chromium","Tue Apr 29 16:57:19 GMT 2025","passed","Tue Apr 29 16:57:19 GMT 2025","Challenge","api.spec.js","",""
"","340","PUT /challenger/guid CREATE","chromium","Tue Apr 29 16:57:19 GMT 2025","passed","Tue Apr 29 16:57:20 GMT 2025","Challenge","api.spec.js","",""
"","172","GET /todos (406)","chromium","Tue Apr 29 16:57:18 GMT 2025","passed","Tue Apr 29 16:57:18 GMT 2025","Challenge","api.spec.js","",""
"","175","POST /todos (400) extra","chromium","Tue Apr 29 16:57:14 GMT 2025","passed","Tue Apr 29 16:57:15 GMT 2025","Challenge","api.spec.js","",""
"","50","POST /heartbeat as DELETE (405)","chromium","Tue Apr 29 16:57:21 GMT 2025","passed","Tue Apr 29 16:57:21 GMT 2025","Challenge","api.spec.js","",""
