"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","POST /todos (400) extra","chromium","Mon Apr 28 20:19:29 GMT 2025","passed","Mon Apr 28 20:19:29 GMT 2025","Challenge","api.spec.js","",""
"","88","GET /todos (406)","chromium","Mon Apr 28 20:19:30 GMT 2025","passed","Mon Apr 28 20:19:30 GMT 2025","Challenge","api.spec.js","",""
"","35","POST /todos XML to JSON","chromium","Mon Apr 28 20:19:35 GMT 2025","passed","Mon Apr 28 20:19:35 GMT 2025","Challenge","api.spec.js","",""
"","1316","Пользователь может опубликовать статью","chromium","Mon Apr 28 20:19:32 GMT 2025","passed","Mon Apr 28 20:19:34 GMT 2025","Урок 5","realWords.spec.js","",""
"","106","GET /todos/{id} (200)","chromium","Mon Apr 28 20:19:27 GMT 2025","passed","Mon Apr 28 20:19:28 GMT 2025","Challenge","api.spec.js","",""
"","31","POST /heartbeat as DELETE (405)","chromium","Mon Apr 28 20:19:36 GMT 2025","passed","Mon Apr 28 20:19:36 GMT 2025","Challenge","api.spec.js","",""
"","90","GET /todos (200) XML pref","chromium","Mon Apr 28 20:19:30 GMT 2025","passed","Mon Apr 28 20:19:30 GMT 2025","Challenge","api.spec.js","",""
"","6497","@Bug Отфильтровать товары по ценовому диапазону ""$15.00 - $19.99""","chromium","Mon Apr 28 20:19:26 GMT 2025","passed","Mon Apr 28 20:19:32 GMT 2025","","academybugs.spec.js","",""
"","89","GET /todos (200) JSON","chromium","Mon Apr 28 20:19:30 GMT 2025","passed","Mon Apr 28 20:19:30 GMT 2025","Challenge","api.spec.js","",""
"","173","PUT /todos/{id} no amend id (400)","chromium","Mon Apr 28 20:19:30 GMT 2025","passed","Mon Apr 28 20:19:30 GMT 2025","Challenge","api.spec.js","",""
"","89","DELETE /heartbeat (405)","chromium","Mon Apr 28 20:19:35 GMT 2025","passed","Mon Apr 28 20:19:35 GMT 2025","Challenge","api.spec.js","",""
"","111","GET /todos/{id} (404)","chromium","Mon Apr 28 20:19:28 GMT 2025","passed","Mon Apr 28 20:19:28 GMT 2025","Challenge","api.spec.js","",""
"","176","POST /todos/{id} (404)","chromium","Mon Apr 28 20:19:29 GMT 2025","passed","Mon Apr 28 20:19:29 GMT 2025","Challenge","api.spec.js","",""
"","89","TRACE /heartbeat (501)","chromium","Mon Apr 28 20:19:35 GMT 2025","passed","Mon Apr 28 20:19:36 GMT 2025","Challenge","api.spec.js","",""
"","7947","@Bug Перейти на детальную страницу товара в категории ""hot item""","chromium","Mon Apr 28 20:19:18 GMT 2025","passed","Mon Apr 28 20:19:26 GMT 2025","","academybugs.spec.js","",""
"","173","PUT /todos/{id} partial (200)","chromium","Mon Apr 28 20:19:29 GMT 2025","passed","Mon Apr 28 20:19:29 GMT 2025","Challenge","api.spec.js","",""
"","4791","@Bug Изменить отображение цен товаров в евро","chromium","Mon Apr 28 20:19:14 GMT 2025","passed","Mon Apr 28 20:19:19 GMT 2025","","academybugs.spec.js","",""
"","89","POST /todos/{id} (200)","chromium","Mon Apr 28 20:19:29 GMT 2025","passed","Mon Apr 28 20:19:29 GMT 2025","Challenge","api.spec.js","",""
"","170","DELETE /todos/{id} (200)","chromium","Mon Apr 28 20:19:30 GMT 2025","passed","Mon Apr 28 20:19:30 GMT 2025","Challenge","api.spec.js","",""
"","94","POST /secret/token (201)","chromium","Mon Apr 28 20:19:36 GMT 2025","passed","Mon Apr 28 20:19:36 GMT 2025","Challenge","api.spec.js","",""
"","93","POST /todos (415)","chromium","Mon Apr 28 20:19:31 GMT 2025","passed","Mon Apr 28 20:19:31 GMT 2025","Challenge","api.spec.js","",""
"","86","POST /secret/note (401)","chromium","Mon Apr 28 20:19:37 GMT 2025","passed","Mon Apr 28 20:19:37 GMT 2025","Challenge","api.spec.js","",""
"","91","POST /heartbeat as Trace (501)","chromium","Mon Apr 28 20:19:36 GMT 2025","passed","Mon Apr 28 20:19:36 GMT 2025","Challenge","api.spec.js","",""
"","3658","@Bug Изменить количество отображаемых товаров на странице","chromium","Mon Apr 28 20:19:14 GMT 2025","passed","Mon Apr 28 20:19:17 GMT 2025","","academybugs.spec.js","",""
"","1232","DELETE /todos/{id} (200) all","chromium","Mon Apr 28 20:19:37 GMT 2025","passed","Mon Apr 28 20:19:38 GMT 2025","Challenge","api.spec.js","",""
"","7853","@Bug Перейти на страницу производителя товара","chromium","Mon Apr 28 20:19:19 GMT 2025","passed","Mon Apr 28 20:19:27 GMT 2025","","academybugs.spec.js","",""
"","88","GET /secret/note (401)","chromium","Mon Apr 28 20:19:36 GMT 2025","passed","Mon Apr 28 20:19:36 GMT 2025","Challenge","api.spec.js","",""
"","1177","Пользователь может изменить пароль","chromium","Mon Apr 28 20:20:37 GMT 2025","passed","Mon Apr 28 20:20:38 GMT 2025","Урок 5","realWords.spec.js","",""
"","176","PUT /challenger/guid RESTORE","chromium","Mon Apr 28 20:19:31 GMT 2025","passed","Mon Apr 28 20:19:31 GMT 2025","Challenge","api.spec.js","",""
"","172","POST /secret/note (Bearer)","chromium","Mon Apr 28 20:19:37 GMT 2025","passed","Mon Apr 28 20:19:37 GMT 2025","Challenge","api.spec.js","",""
"","172","GET /secret/note (Bearer)","chromium","Mon Apr 28 20:19:37 GMT 2025","passed","Mon Apr 28 20:19:37 GMT 2025","Challenge","api.spec.js","",""
