"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","238","POST /secret/token (401)","chromium","Mon Apr 28 20:20:04 GMT 2025","passed","Mon Apr 28 20:20:04 GMT 2025","Challenge","api.spec.js","",""
"","250","POST /todos (413) content too long","chromium","Mon Apr 28 20:19:53 GMT 2025","passed","Mon Apr 28 20:19:53 GMT 2025","Challenge","api.spec.js","",""
"","250","GET /todos (200)","chromium","Mon Apr 28 20:19:50 GMT 2025","passed","Mon Apr 28 20:19:51 GMT 2025","Challenge","api.spec.js","",""
"","229","POST /todos/ (400) doneStatus","chromium","Mon Apr 28 20:19:52 GMT 2025","passed","Mon Apr 28 20:19:52 GMT 2025","Challenge","api.spec.js","",""
"","500","GET /secret/note (200)","chromium","Mon Apr 28 20:20:05 GMT 2025","passed","Mon Apr 28 20:20:05 GMT 2025","Challenge","api.spec.js","",""
"","228","GET /todo (404) not plural","chromium","Mon Apr 28 20:19:51 GMT 2025","passed","Mon Apr 28 20:19:51 GMT 2025","Challenge","api.spec.js","",""
"","452","POST /todos/{id} (404)","chromium","Mon Apr 28 20:19:54 GMT 2025","passed","Mon Apr 28 20:19:55 GMT 2025","Challenge","api.spec.js","",""
"","242","GET /todos (406)","chromium","Mon Apr 28 20:19:58 GMT 2025","passed","Mon Apr 28 20:19:58 GMT 2025","Challenge","api.spec.js","",""
"","323","GET /challenges (200)","chromium","Mon Apr 28 20:19:50 GMT 2025","passed","Mon Apr 28 20:19:50 GMT 2025","Challenge","api.spec.js","",""
"","481","PUT /challenger/guid RESTORE","chromium","Mon Apr 28 20:19:56 GMT 2025","passed","Mon Apr 28 20:19:56 GMT 2025","Challenge","api.spec.js","",""
"","7616","@Bug Перейти на детальную страницу товара в категории ""hot item""","chromium","Mon Apr 28 20:19:42 GMT 2025","passed","Mon Apr 28 20:19:49 GMT 2025","","academybugs.spec.js","",""
"","249","POST /secret/note (403)","chromium","Mon Apr 28 20:20:06 GMT 2025","passed","Mon Apr 28 20:20:06 GMT 2025","Challenge","api.spec.js","",""
"","228","POST /todos (415)","chromium","Mon Apr 28 20:19:55 GMT 2025","passed","Mon Apr 28 20:19:55 GMT 2025","Challenge","api.spec.js","",""
"","5211","@Bug Отфильтровать товары по ценовому диапазону ""$15.00 - $19.99""","chromium","Mon Apr 28 20:19:49 GMT 2025","passed","Mon Apr 28 20:19:55 GMT 2025","","academybugs.spec.js","",""
"","289","POST /secret/token (201)","chromium","Mon Apr 28 20:20:04 GMT 2025","passed","Mon Apr 28 20:20:04 GMT 2025","Challenge","api.spec.js","",""
"","490","PUT /todos/{id} no amend id (400)","chromium","Mon Apr 28 20:19:56 GMT 2025","passed","Mon Apr 28 20:19:57 GMT 2025","Challenge","api.spec.js","",""
"","227","TRACE /heartbeat (501)","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Challenge","api.spec.js","",""
"","253","POST /heartbeat as PATCH (500)","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Challenge","api.spec.js","",""
"","252","GET /todos (200) XML pref","chromium","Mon Apr 28 20:19:58 GMT 2025","passed","Mon Apr 28 20:19:58 GMT 2025","Challenge","api.spec.js","",""
"","492","GET /todos (200) ?filter","chromium","Mon Apr 28 20:19:51 GMT 2025","passed","Mon Apr 28 20:19:52 GMT 2025","Challenge","api.spec.js","",""
"","248","POST /todos (400) extra","chromium","Mon Apr 28 20:19:53 GMT 2025","passed","Mon Apr 28 20:19:54 GMT 2025","Challenge","api.spec.js","",""
"","241","HEAD /todos (200)","chromium","Mon Apr 28 20:19:52 GMT 2025","passed","Mon Apr 28 20:19:52 GMT 2025","Challenge","api.spec.js","",""
"","248","GET /heartbeat (204)","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Challenge","api.spec.js","",""
"","226","POST /todos/{id} (200)","chromium","Mon Apr 28 20:19:54 GMT 2025","passed","Mon Apr 28 20:19:54 GMT 2025","Challenge","api.spec.js","",""
"","3756","@Bug Изменить количество отображаемых товаров на странице","chromium","Mon Apr 28 20:19:35 GMT 2025","passed","Mon Apr 28 20:19:39 GMT 2025","","academybugs.spec.js","",""
"","1360","Пользователь может изменить пароль","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:05 GMT 2025","Урок 5","realWords.spec.js","",""
"","229","GET /secret/note (401)","chromium","Mon Apr 28 20:20:04 GMT 2025","passed","Mon Apr 28 20:20:05 GMT 2025","Challenge","api.spec.js","",""
"","232","GET /todos (200) JSON","chromium","Mon Apr 28 20:19:57 GMT 2025","passed","Mon Apr 28 20:19:57 GMT 2025","Challenge","api.spec.js","",""
"","249","GET /todos (200) XML","chromium","Mon Apr 28 20:19:57 GMT 2025","passed","Mon Apr 28 20:19:57 GMT 2025","Challenge","api.spec.js","",""
"","464","GET /secret/note (Bearer)","chromium","Mon Apr 28 20:20:06 GMT 2025","passed","Mon Apr 28 20:20:07 GMT 2025","Challenge","api.spec.js","",""
"","267","GET /todos/{id} (404)","chromium","Mon Apr 28 20:19:51 GMT 2025","passed","Mon Apr 28 20:19:51 GMT 2025","Challenge","api.spec.js","",""
"","1710","Пользователь может оставить комментарий к статье","chromium","Mon Apr 28 20:20:02 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Урок 5","realWords.spec.js","",""
"","244","POST /secret/note (401)","chromium","Mon Apr 28 20:20:06 GMT 2025","passed","Mon Apr 28 20:20:06 GMT 2025","Challenge","api.spec.js","",""
"","228","GET /challenger/guid (existing X-CHALLENGER)","chromium","Mon Apr 28 20:19:55 GMT 2025","passed","Mon Apr 28 20:19:56 GMT 2025","Challenge","api.spec.js","",""
"","471","DELETE /todos/{id} (200)","chromium","Mon Apr 28 20:19:57 GMT 2025","passed","Mon Apr 28 20:19:57 GMT 2025","Challenge","api.spec.js","",""
"","2996","Пользователь может опубликовать статью","chromium","Mon Apr 28 20:19:59 GMT 2025","passed","Mon Apr 28 20:20:02 GMT 2025","Урок 5","realWords.spec.js","",""
"","253","PATCH /heartbeat (500)","chromium","Mon Apr 28 20:20:02 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Challenge","api.spec.js","",""
"","74","POST /heartbeat as DELETE (405)","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:03 GMT 2025","Challenge","api.spec.js","",""
"","264","GET /todos/{id} (200)","chromium","Mon Apr 28 20:19:51 GMT 2025","passed","Mon Apr 28 20:19:51 GMT 2025","Challenge","api.spec.js","",""
"","449","POST /secret/note (Bearer)","chromium","Mon Apr 28 20:20:07 GMT 2025","passed","Mon Apr 28 20:20:07 GMT 2025","Challenge","api.spec.js","",""
"","252","POST /todos JSON to XML","chromium","Mon Apr 28 20:20:02 GMT 2025","passed","Mon Apr 28 20:20:02 GMT 2025","Challenge","api.spec.js","",""
"","3957","@Bug Изменить отображение цен товаров в евро","chromium","Mon Apr 28 20:19:35 GMT 2025","passed","Mon Apr 28 20:19:39 GMT 2025","","academybugs.spec.js","",""
"","228","POST /heartbeat as Trace (501)","chromium","Mon Apr 28 20:20:03 GMT 2025","passed","Mon Apr 28 20:20:04 GMT 2025","Challenge","api.spec.js","",""
"","458","PUT /todos/{id} (400)","chromium","Mon Apr 28 20:19:54 GMT 2025","passed","Mon Apr 28 20:19:54 GMT 2025","Challenge","api.spec.js","",""
"","486","PUT /todos/{id} partial (200)","chromium","Mon Apr 28 20:19:55 GMT 2025","passed","Mon Apr 28 20:19:56 GMT 2025","Challenge","api.spec.js","",""
"","229","POST /todos (400) title too long","chromium","Mon Apr 28 20:19:52 GMT 2025","passed","Mon Apr 28 20:19:53 GMT 2025","Challenge","api.spec.js","",""
"","245","POST /todos JSON","chromium","Mon Apr 28 20:19:55 GMT 2025","passed","Mon Apr 28 20:19:55 GMT 2025","Challenge","api.spec.js","",""
"","226","PUT /todos/{id} full (200)","chromium","Mon Apr 28 20:19:55 GMT 2025","passed","Mon Apr 28 20:19:55 GMT 2025","Challenge","api.spec.js","",""
"","252","POST /todos (400) description too long","chromium","Mon Apr 28 20:19:53 GMT 2025","passed","Mon Apr 28 20:19:53 GMT 2025","Challenge","api.spec.js","",""
"","3247","DELETE /todos/{id} (200) all","chromium","Mon Apr 28 20:20:07 GMT 2025","passed","Mon Apr 28 20:20:10 GMT 2025","Challenge","api.spec.js","",""
"","243","GET /todos (200) no accept","chromium","Mon Apr 28 20:19:58 GMT 2025","passed","Mon Apr 28 20:19:58 GMT 2025","Challenge","api.spec.js","",""
"","245","POST /todos (201) max out content","chromium","Mon Apr 28 20:19:53 GMT 2025","passed","Mon Apr 28 20:19:53 GMT 2025","Challenge","api.spec.js","",""
"","229","GET /todos (200) ANY","chromium","Mon Apr 28 20:19:57 GMT 2025","passed","Mon Apr 28 20:19:58 GMT 2025","Challenge","api.spec.js","",""
"","236","POST /todos/ (201)","chromium","Mon Apr 28 20:19:52 GMT 2025","passed","Mon Apr 28 20:19:52 GMT 2025","Challenge","api.spec.js","",""
"","7579","@Bug Перейти на страницу производителя товара","chromium","Mon Apr 28 20:19:42 GMT 2025","passed","Mon Apr 28 20:19:49 GMT 2025","","academybugs.spec.js","",""
"","496","PUT /challenger/guid CREATE","chromium","Mon Apr 28 20:19:59 GMT 2025","failed","Mon Apr 28 20:20:00 GMT 2025","Challenge","api.spec.js","",""
"","253","DELETE /heartbeat (405)","chromium","Mon Apr 28 20:20:02 GMT 2025","passed","Mon Apr 28 20:20:02 GMT 2025","Challenge","api.spec.js","",""
"","461","POST /secret/note (200)","chromium","Mon Apr 28 20:20:05 GMT 2025","passed","Mon Apr 28 20:20:06 GMT 2025","Challenge","api.spec.js","",""
"","244","GET /secret/note (403)","chromium","Mon Apr 28 20:20:04 GMT 2025","passed","Mon Apr 28 20:20:04 GMT 2025","Challenge","api.spec.js","",""
"","5174","POST /todos (201) all","chromium","Mon Apr 28 20:20:10 GMT 2025","passed","Mon Apr 28 20:20:16 GMT 2025","Challenge","api.spec.js","",""
"","239","GET /challenger/database/guid (200)","chromium","Mon Apr 28 20:20:01 GMT 2025","passed","Mon Apr 28 20:20:01 GMT 2025","Challenge","api.spec.js","",""
"","68","POST /todos XML to JSON","chromium","Mon Apr 28 20:20:02 GMT 2025","passed","Mon Apr 28 20:20:02 GMT 2025","Challenge","api.spec.js","",""
"","493","PUT /challenger/database/guid (Update)","chromium","Mon Apr 28 20:20:01 GMT 2025","passed","Mon Apr 28 20:20:02 GMT 2025","Challenge","api.spec.js","",""
"","228","POST /todos XML","chromium","Mon Apr 28 20:19:58 GMT 2025","passed","Mon Apr 28 20:19:59 GMT 2025","Challenge","api.spec.js","",""
"","453","PUT /todos/{id} no title (400)","chromium","Mon Apr 28 20:19:56 GMT 2025","passed","Mon Apr 28 20:19:56 GMT 2025","Challenge","api.spec.js","",""
