"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8895","@Bug Изменить отображение цен товаров в евро","chromium","Mon Apr 28 18:54:10 GMT 2025","passed","Mon Apr 28 18:54:19 GMT 2025","","academybugs.spec.js","",""
"","158","GET /todos (406)","chromium","Mon Apr 28 18:54:35 GMT 2025","passed","Mon Apr 28 18:54:35 GMT 2025","Challenge","api.spec.js","",""
"","162","GET /todos (200) XML","chromium","Mon Apr 28 18:54:34 GMT 2025","passed","Mon Apr 28 18:54:34 GMT 2025","Challenge","api.spec.js","",""
"","187","GET /todo (404) not plural","chromium","Mon Apr 28 18:54:29 GMT 2025","passed","Mon Apr 28 18:54:30 GMT 2025","Challenge","api.spec.js","",""
"","183","POST /todos (400) title too long","chromium","Mon Apr 28 18:54:31 GMT 2025","passed","Mon Apr 28 18:54:31 GMT 2025","Challenge","api.spec.js","",""
"","1139","Пользователь может изменить пароль","chromium","Mon Apr 28 18:54:38 GMT 2025","passed","Mon Apr 28 18:54:39 GMT 2025","Урок 5","realWords.spec.js","",""
"","171","POST /todos (400) description too long","chromium","Mon Apr 28 18:54:31 GMT 2025","passed","Mon Apr 28 18:54:31 GMT 2025","Challenge","api.spec.js","",""
"","371","PUT /todos/{id} (400)","chromium","Mon Apr 28 18:54:32 GMT 2025","passed","Mon Apr 28 18:54:32 GMT 2025","Challenge","api.spec.js","",""
"","348","PUT /challenger/database/guid (Update)","chromium","Mon Apr 28 18:54:38 GMT 2025","passed","Mon Apr 28 18:54:38 GMT 2025","Challenge","api.spec.js","",""
"","50","POST /todos XML to JSON","chromium","Mon Apr 28 18:54:38 GMT 2025","passed","Mon Apr 28 18:54:38 GMT 2025","Challenge","api.spec.js","",""
"","166","POST /todos JSON","chromium","Mon Apr 28 18:54:32 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","169","GET /challenger/database/guid (200)","chromium","Mon Apr 28 18:54:37 GMT 2025","passed","Mon Apr 28 18:54:38 GMT 2025","Challenge","api.spec.js","",""
"","164","GET /todos/{id} (404)","chromium","Mon Apr 28 18:54:30 GMT 2025","passed","Mon Apr 28 18:54:30 GMT 2025","Challenge","api.spec.js","",""
"","169","POST /secret/token (401)","chromium","Mon Apr 28 18:54:40 GMT 2025","passed","Mon Apr 28 18:54:40 GMT 2025","Challenge","api.spec.js","",""
"","5656","@Bug Отфильтровать товары по ценовому диапазону ""$15.00 - $19.99""","chromium","Mon Apr 28 18:54:27 GMT 2025","passed","Mon Apr 28 18:54:32 GMT 2025","","academybugs.spec.js","",""
"","180","DELETE /heartbeat (405)","chromium","Mon Apr 28 18:54:38 GMT 2025","passed","Mon Apr 28 18:54:39 GMT 2025","Challenge","api.spec.js","",""
"","335","POST /secret/note (Bearer)","chromium","Mon Apr 28 18:54:42 GMT 2025","passed","Mon Apr 28 18:54:42 GMT 2025","Challenge","api.spec.js","",""
"","162","POST /heartbeat as Trace (501)","chromium","Mon Apr 28 18:54:39 GMT 2025","passed","Mon Apr 28 18:54:40 GMT 2025","Challenge","api.spec.js","",""
"","164","POST /todos/{id} (200)","chromium","Mon Apr 28 18:54:32 GMT 2025","passed","Mon Apr 28 18:54:32 GMT 2025","Challenge","api.spec.js","",""
"","332","PUT /todos/{id} no amend id (400)","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:34 GMT 2025","Challenge","api.spec.js","",""
"","160","GET /todos (200) JSON","chromium","Mon Apr 28 18:54:34 GMT 2025","passed","Mon Apr 28 18:54:34 GMT 2025","Challenge","api.spec.js","",""
"","161","GET /secret/note (403)","chromium","Mon Apr 28 18:54:40 GMT 2025","passed","Mon Apr 28 18:54:40 GMT 2025","Challenge","api.spec.js","",""
"","9938","@Bug Перейти на детальную страницу товара в категории ""hot item""","chromium","Mon Apr 28 18:54:17 GMT 2025","passed","Mon Apr 28 18:54:27 GMT 2025","","academybugs.spec.js","",""
"","315","PUT /challenger/guid RESTORE","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","181","PATCH /heartbeat (500)","chromium","Mon Apr 28 18:54:39 GMT 2025","passed","Mon Apr 28 18:54:39 GMT 2025","Challenge","api.spec.js","",""
"","331","PUT /todos/{id} no title (400)","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","166","POST /secret/note (401)","chromium","Mon Apr 28 18:54:41 GMT 2025","passed","Mon Apr 28 18:54:41 GMT 2025","Challenge","api.spec.js","",""
"","186","POST /todos XML","chromium","Mon Apr 28 18:54:35 GMT 2025","passed","Mon Apr 28 18:54:35 GMT 2025","Challenge","api.spec.js","",""
"","177","GET /todos (200) no accept","chromium","Mon Apr 28 18:54:35 GMT 2025","passed","Mon Apr 28 18:54:35 GMT 2025","Challenge","api.spec.js","",""
"","180","POST /todos (201) max out content","chromium","Mon Apr 28 18:54:31 GMT 2025","passed","Mon Apr 28 18:54:31 GMT 2025","Challenge","api.spec.js","",""
"","329","GET /secret/note (Bearer)","chromium","Mon Apr 28 18:54:41 GMT 2025","passed","Mon Apr 28 18:54:42 GMT 2025","Challenge","api.spec.js","",""
"","342","GET /todos (200) ?filter","chromium","Mon Apr 28 18:54:30 GMT 2025","passed","Mon Apr 28 18:54:30 GMT 2025","Challenge","api.spec.js","",""
"","184","POST /heartbeat as PATCH (500)","chromium","Mon Apr 28 18:54:39 GMT 2025","passed","Mon Apr 28 18:54:39 GMT 2025","Challenge","api.spec.js","",""
"","323","POST /todos/{id} (404)","chromium","Mon Apr 28 18:54:32 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","178","POST /todos/ (201)","chromium","Mon Apr 28 18:54:30 GMT 2025","passed","Mon Apr 28 18:54:31 GMT 2025","Challenge","api.spec.js","",""
"","1328","Пользователь может оставить комментарий к статье","chromium","Mon Apr 28 18:54:37 GMT 2025","passed","Mon Apr 28 18:54:38 GMT 2025","Урок 5","realWords.spec.js","",""
"","175","POST /todos (400) extra","chromium","Mon Apr 28 18:54:32 GMT 2025","passed","Mon Apr 28 18:54:32 GMT 2025","Challenge","api.spec.js","",""
"","165","GET /challenger/guid (existing X-CHALLENGER)","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","179","PUT /todos/{id} full (200)","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","320","PUT /todos/{id} partial (200)","chromium","Mon Apr 28 18:54:33 GMT 2025","passed","Mon Apr 28 18:54:33 GMT 2025","Challenge","api.spec.js","",""
"","173","POST /secret/note (403)","chromium","Mon Apr 28 18:54:41 GMT 2025","passed","Mon Apr 28 18:54:41 GMT 2025","Challenge","api.spec.js","",""
"","194","POST /secret/token (201)","chromium","Mon Apr 28 18:54:40 GMT 2025","passed","Mon Apr 28 18:54:40 GMT 2025","Challenge","api.spec.js","",""
"","188","POST /todos (413) content too long","chromium","Mon Apr 28 18:54:31 GMT 2025","passed","Mon Apr 28 18:54:32 GMT 2025","Challenge","api.spec.js","",""
"","9546","@Bug Перейти на страницу производителя товара","chromium","Mon Apr 28 18:54:19 GMT 2025","passed","Mon Apr 28 18:54:29 GMT 2025","","academybugs.spec.js","",""
"","2311","DELETE /todos/{id} (200) all","chromium","Mon Apr 28 18:54:42 GMT 2025","passed","Mon Apr 28 18:54:44 GMT 2025","Challenge","api.spec.js","",""
"","3664","POST /todos (201) all","chromium","Mon Apr 28 18:54:44 GMT 2025","passed","Mon Apr 28 18:54:48 GMT 2025","Challenge","api.spec.js","",""
"","162","POST /todos JSON to XML","chromium","Mon Apr 28 18:54:38 GMT 2025","passed","Mon Apr 28 18:54:38 GMT 2025","Challenge","api.spec.js","",""
"","6576","@Bug Изменить количество отображаемых товаров на странице","chromium","Mon Apr 28 18:54:10 GMT 2025","passed","Mon Apr 28 18:54:16 GMT 2025","","academybugs.spec.js","",""
